Township,Population,Continent,Region,Country,County,Year
Orland township,63,Europe,Eastern Europe,Russia, Cook ,2011
Palatine township,482,Europe,Eastern Europe,Russia, Cook ,2011
Palos township,0,Europe,Eastern Europe,Russia, Cook ,2011
Proviso township,84,Europe,Eastern Europe,Russia, Cook ,2011
Rich township,9,Europe,Eastern Europe,Russia, Cook ,2011
River Forest township,20,Europe,Eastern Europe,Russia, Cook ,2011
Riverside township,0,Europe,Eastern Europe,Russia, Cook ,2011
Schaumburg township,130,Europe,Eastern Europe,Russia, Cook ,2011
Stickney township,4,Europe,Eastern Europe,Russia, Cook ,2011
Thornton township,0,Europe,Eastern Europe,Russia, Cook ,2011
Wheeling township,"1,480",Europe,Eastern Europe,Russia, Cook ,2011
Worth township,149,Europe,Eastern Europe,Russia, Cook ,2011
Addison township,0,Europe,Eastern Europe,Russia, DuPage ,2011
Bloomingdale township,15,Europe,Eastern Europe,Russia, DuPage ,2011
Chicago city,0,Europe,Eastern Europe,Russia, DuPage ,2011
Downers Grove township,228,Europe,Eastern Europe,Russia, DuPage ,2011
Lisle township,106,Europe,Eastern Europe,Russia, DuPage ,2011
Milton township,592,Europe,Eastern Europe,Russia, DuPage ,2011
Naperville township,331,Europe,Eastern Europe,Russia, DuPage ,2011
Wayne township,20,Europe,Eastern Europe,Russia, DuPage ,2011
Winfield township,194,Europe,Eastern Europe,Russia, DuPage ,2011
York township,90,Europe,Eastern Europe,Russia, DuPage ,2011
Barrington township,25,Europe,Eastern Europe,Ukraine, Cook ,2011
Berwyn township,100,Europe,Eastern Europe,Ukraine, Cook ,2011
Bloom township,122,Europe,Eastern Europe,Ukraine, Cook ,2011
Bremen township,15,Europe,Eastern Europe,Ukraine, Cook ,2011
Calumet township,0,Europe,Eastern Europe,Ukraine, Cook ,2011
Chicago city,"6,404",Europe,Eastern Europe,Ukraine, Cook ,2011
Cicero township,33,Europe,Eastern Europe,Ukraine, Cook ,2011
Elk Grove township,123,Europe,Eastern Europe,Ukraine, Cook ,2011
Evanston township,127,Europe,Eastern Europe,Ukraine, Cook ,2011
Hanover township,119,Europe,Eastern Europe,Ukraine, Cook ,2011
Lemont township,41,Europe,Eastern Europe,Ukraine, Cook ,2011
Leyden township,674,Europe,Eastern Europe,Ukraine, Cook ,2011
Lyons township,77,Europe,Eastern Europe,Ukraine, Cook ,2011
Maine township,862,Europe,Eastern Europe,Ukraine, Cook ,2011
New Trier township,164,Europe,Eastern Europe,Ukraine, Cook ,2011
Niles township,"1,408",Europe,Eastern Europe,Ukraine, Cook ,2011
Northfield township,"1,243",Europe,Eastern Europe,Ukraine, Cook ,2011
Norwood Park township,147,Europe,Eastern Europe,Ukraine, Cook ,2011
Oak Park township,84,Europe,Eastern Europe,Ukraine, Cook ,2011
Orland township,81,Europe,Eastern Europe,Ukraine, Cook ,2011
Palatine township,462,Europe,Eastern Europe,Ukraine, Cook ,2011
Palos township,44,Europe,Eastern Europe,Ukraine, Cook ,2011
Proviso township,96,Europe,Eastern Europe,Ukraine, Cook ,2011
Rich township,0,Europe,Eastern Europe,Ukraine, Cook ,2011
River Forest township,7,Europe,Eastern Europe,Ukraine, Cook ,2011
Riverside township,0,Europe,Eastern Europe,Ukraine, Cook ,2011
Schaumburg township,177,Europe,Eastern Europe,Ukraine, Cook ,2011
Stickney township,0,Europe,Eastern Europe,Ukraine, Cook ,2011
Thornton township,0,Europe,Eastern Europe,Ukraine, Cook ,2011
Wheeling township,"2,286",Europe,Eastern Europe,Ukraine, Cook ,2011
Worth township,72,Europe,Eastern Europe,Ukraine, Cook ,2011
Addison township,147,Europe,Eastern Europe,Ukraine, DuPage ,2011
Bloomingdale township,106,Europe,Eastern Europe,Ukraine, DuPage ,2011
Chicago city,0,Europe,Eastern Europe,Ukraine, DuPage ,2011
Downers Grove township,298,Europe,Eastern Europe,Ukraine, DuPage ,2011
Lisle township,307,Europe,Eastern Europe,Ukraine, DuPage ,2011
Milton township,134,Europe,Eastern Europe,Ukraine, DuPage ,2011
Naperville township,60,Europe,Eastern Europe,Ukraine, DuPage ,2011
Wayne township,53,Europe,Eastern Europe,Ukraine, DuPage ,2011
Winfield township,8,Europe,Eastern Europe,Ukraine, DuPage ,2011
York township,108,Europe,Eastern Europe,Ukraine, DuPage ,2011
Barrington township,0,Europe,Eastern Europe,Bosnia and Herzegovina, Cook ,2011
Berwyn township,96,Europe,Eastern Europe,Bosnia and Herzegovina, Cook ,2011
Bloom township,0,Europe,Eastern Europe,Bosnia and Herzegovina, Cook ,2011
Bremen township,31,Europe,Eastern Europe,Bosnia and Herzegovina, Cook ,2011
Calumet township,0,Europe,Eastern Europe,Bosnia and Herzegovina, Cook ,2011
Chicago city,"3,776",Europe,Eastern Europe,Bosnia and Herzegovina, Cook ,2011
Cicero township,0,Europe,Eastern Europe,Bosnia and Herzegovina, Cook ,2011
Elk Grove township,189,Europe,Eastern Europe,Bosnia and Herzegovina, Cook ,2011
Evanston township,31,Europe,Eastern Europe,Bosnia and Herzegovina, Cook ,2011
Hanover township,147,Europe,Eastern Europe,Bosnia and Herzegovina, Cook ,2011
Lemont township,0,Europe,Eastern Europe,Bosnia and Herzegovina, Cook ,2011
Leyden township,366,Europe,Eastern Europe,Bosnia and Herzegovina, Cook ,2011
Lyons township,322,Europe,Eastern Europe,Bosnia and Herzegovina, Cook ,2011
Maine township,805,Europe,Eastern Europe,Bosnia and Herzegovina, Cook ,2011
New Trier township,36,Europe,Eastern Europe,Bosnia and Herzegovina, Cook ,2011
Niles township,202,Europe,Eastern Europe,Bosnia and Herzegovina, Cook ,2011
Northfield township,154,Europe,Eastern Europe,Bosnia and Herzegovina, Cook ,2011
Norwood Park township,50,Europe,Eastern Europe,Bosnia and Herzegovina, Cook ,2011
Oak Park township,10,Europe,Eastern Europe,Bosnia and Herzegovina, Cook ,2011
Orland township,0,Europe,Eastern Europe,Bosnia and Herzegovina, Cook ,2011
Palatine township,0,Europe,Eastern Europe,Bosnia and Herzegovina, Cook ,2011
Palos township,0,Europe,Eastern Europe,Bosnia and Herzegovina, Cook ,2011
Proviso township,37,Europe,Eastern Europe,Bosnia and Herzegovina, Cook ,2011
Rich township,0,Europe,Eastern Europe,Bosnia and Herzegovina, Cook ,2011
River Forest township,0,Europe,Eastern Europe,Bosnia and Herzegovina, Cook ,2011
Riverside township,0,Europe,Eastern Europe,Bosnia and Herzegovina, Cook ,2011
Schaumburg township,170,Europe,Eastern Europe,Bosnia and Herzegovina, Cook ,2011
Stickney township,0,Europe,Eastern Europe,Bosnia and Herzegovina, Cook ,2011
Thornton township,13,Europe,Eastern Europe,Bosnia and Herzegovina, Cook ,2011
Wheeling township,139,Europe,Eastern Europe,Bosnia and Herzegovina, Cook ,2011
Worth township,84,Europe,Eastern Europe,Bosnia and Herzegovina, Cook ,2011
Addison township,59,Europe,Eastern Europe,Bosnia and Herzegovina, DuPage ,2011
Bloomingdale township,106,Europe,Eastern Europe,Bosnia and Herzegovina, DuPage ,2011
Chicago city,0,Europe,Eastern Europe,Bosnia and Herzegovina, DuPage ,2011
Downers Grove township,118,Europe,Eastern Europe,Bosnia and Herzegovina, DuPage ,2011
Lisle township,46,Europe,Eastern Europe,Bosnia and Herzegovina, DuPage ,2011
Milton township,209,Europe,Eastern Europe,Bosnia and Herzegovina, DuPage ,2011
Naperville township,14,Europe,Eastern Europe,Bosnia and Herzegovina, DuPage ,2011
Wayne township,0,Europe,Eastern Europe,Bosnia and Herzegovina, DuPage ,2011
Winfield township,0,Europe,Eastern Europe,Bosnia and Herzegovina, DuPage ,2011
York township,246,Europe,Eastern Europe,Bosnia and Herzegovina, DuPage ,2011
Barrington township,0,Europe,Eastern Europe,Yugoslavia, Cook ,2011
Berwyn township,81,Europe,Eastern Europe,Yugoslavia, Cook ,2011
Bloom township,10,Europe,Eastern Europe,Yugoslavia, Cook ,2011
Bremen township,0,Europe,Eastern Europe,Yugoslavia, Cook ,2011
Calumet township,0,Europe,Eastern Europe,Yugoslavia, Cook ,2011
Chicago city,"3,799",Europe,Eastern Europe,Yugoslavia, Cook ,2011
Cicero township,59,Europe,Eastern Europe,Yugoslavia, Cook ,2011
Elk Grove township,230,Europe,Eastern Europe,Yugoslavia, Cook ,2011
Evanston township,22,Europe,Eastern Europe,Yugoslavia, Cook ,2011
Hanover township,59,Europe,Eastern Europe,Yugoslavia, Cook ,2011
Lemont township,23,Europe,Eastern Europe,Yugoslavia, Cook ,2011
Leyden township,55,Europe,Eastern Europe,Yugoslavia, Cook ,2011
Lyons township,408,Europe,Eastern Europe,Yugoslavia, Cook ,2011
Maine township,796,Europe,Eastern Europe,Yugoslavia, Cook ,2011
New Trier township,62,Europe,Eastern Europe,Yugoslavia, Cook ,2011
Niles township,901,Europe,Eastern Europe,Yugoslavia, Cook ,2011
Northfield township,278,Europe,Eastern Europe,Yugoslavia, Cook ,2011
Norwood Park township,190,Europe,Eastern Europe,Yugoslavia, Cook ,2011
Oak Park township,83,Europe,Eastern Europe,Yugoslavia, Cook ,2011
Orland township,224,Europe,Eastern Europe,Yugoslavia, Cook ,2011
Palatine township,110,Europe,Eastern Europe,Yugoslavia, Cook ,2011
Palos township,53,Europe,Eastern Europe,Yugoslavia, Cook ,2011
Proviso township,96,Europe,Eastern Europe,Yugoslavia, Cook ,2011
Rich township,15,Europe,Eastern Europe,Yugoslavia, Cook ,2011
River Forest township,12,Europe,Eastern Europe,Yugoslavia, Cook ,2011
Riverside township,56,Europe,Eastern Europe,Yugoslavia, Cook ,2011
Schaumburg township,206,Europe,Eastern Europe,Yugoslavia, Cook ,2011
Stickney township,56,Europe,Eastern Europe,Yugoslavia, Cook ,2011
Thornton township,151,Europe,Eastern Europe,Yugoslavia, Cook ,2011
Wheeling township,384,Europe,Eastern Europe,Yugoslavia, Cook ,2011
Worth township,162,Europe,Eastern Europe,Yugoslavia, Cook ,2011
Addison township,139,Europe,Eastern Europe,Yugoslavia, DuPage ,2011
Bloomingdale township,117,Europe,Eastern Europe,Yugoslavia, DuPage ,2011
Chicago city,0,Europe,Eastern Europe,Yugoslavia, DuPage ,2011
Downers Grove township,195,Europe,Eastern Europe,Yugoslavia, DuPage ,2011
Lisle township,55,Europe,Eastern Europe,Yugoslavia, DuPage ,2011
Milton township,167,Europe,Eastern Europe,Yugoslavia, DuPage ,2011
Naperville township,69,Europe,Eastern Europe,Yugoslavia, DuPage ,2011
Wayne township,38,Europe,Eastern Europe,Yugoslavia, DuPage ,2011
Winfield township,26,Europe,Eastern Europe,Yugoslavia, DuPage ,2011
York township,41,Europe,Eastern Europe,Yugoslavia, DuPage ,2011
Barrington township,0,Europe,Eastern Europe,Serbia, Cook ,2011
Berwyn township,41,Europe,Eastern Europe,Serbia, Cook ,2011
Bloom township,10,Europe,Eastern Europe,Serbia, Cook ,2011
Bremen township,0,Europe,Eastern Europe,Serbia, Cook ,2011
Calumet township,0,Europe,Eastern Europe,Serbia, Cook ,2011
Chicago city,"1,624",Europe,Eastern Europe,Serbia, Cook ,2011
Cicero township,15,Europe,Eastern Europe,Serbia, Cook ,2011
Elk Grove township,65,Europe,Eastern Europe,Serbia, Cook ,2011
Evanston township,0,Europe,Eastern Europe,Serbia, Cook ,2011
Hanover township,24,Europe,Eastern Europe,Serbia, Cook ,2011
Lemont township,23,Europe,Eastern Europe,Serbia, Cook ,2011
Leyden township,20,Europe,Eastern Europe,Serbia, Cook ,2011
Lyons township,247,Europe,Eastern Europe,Serbia, Cook ,2011
Maine township,345,Europe,Eastern Europe,Serbia, Cook ,2011
New Trier township,32,Europe,Eastern Europe,Serbia, Cook ,2011
Niles township,227,Europe,Eastern Europe,Serbia, Cook ,2011
Northfield township,47,Europe,Eastern Europe,Serbia, Cook ,2011
Norwood Park township,28,Europe,Eastern Europe,Serbia, Cook ,2011
Oak Park township,69,Europe,Eastern Europe,Serbia, Cook ,2011
Orland township,31,Europe,Eastern Europe,Serbia, Cook ,2011
Palatine township,68,Europe,Eastern Europe,Serbia, Cook ,2011
Palos township,11,Europe,Eastern Europe,Serbia, Cook ,2011
Proviso township,53,Europe,Eastern Europe,Serbia, Cook ,2011
Rich township,0,Europe,Eastern Europe,Serbia, Cook ,2011
River Forest township,0,Europe,Eastern Europe,Serbia, Cook ,2011
Riverside township,10,Europe,Eastern Europe,Serbia, Cook ,2011
Schaumburg township,41,Europe,Eastern Europe,Serbia, Cook ,2011
Stickney township,15,Europe,Eastern Europe,Serbia, Cook ,2011
Thornton township,117,Europe,Eastern Europe,Serbia, Cook ,2011
Wheeling township,122,Europe,Eastern Europe,Serbia, Cook ,2011
Worth township,0,Europe,Eastern Europe,Serbia, Cook ,2011
Addison township,17,Europe,Eastern Europe,Serbia, DuPage ,2011
Bloomingdale township,0,Europe,Eastern Europe,Serbia, DuPage ,2011
Chicago city,0,Europe,Eastern Europe,Serbia, DuPage ,2011
Downers Grove township,137,Europe,Eastern Europe,Serbia, DuPage ,2011
Lisle township,0,Europe,Eastern Europe,Serbia, DuPage ,2011
Milton township,84,Europe,Eastern Europe,Serbia, DuPage ,2011
Naperville township,28,Europe,Eastern Europe,Serbia, DuPage ,2011
Wayne township,0,Europe,Eastern Europe,Serbia, DuPage ,2011
Winfield township,0,Europe,Eastern Europe,Serbia, DuPage ,2011
York township,11,Europe,Eastern Europe,Serbia, DuPage ,2011
Barrington township,0,Europe,Eastern Europe,Other Eastern Europe, Cook ,2011
Berwyn township,0,Europe,Eastern Europe,Other Eastern Europe, Cook ,2011
Bloom township,0,Europe,Eastern Europe,Other Eastern Europe, Cook ,2011
Bremen township,0,Europe,Eastern Europe,Other Eastern Europe, Cook ,2011
Calumet township,0,Europe,Eastern Europe,Other Eastern Europe, Cook ,2011
Chicago city,"1,080",Europe,Eastern Europe,Other Eastern Europe, Cook ,2011
Cicero township,27,Europe,Eastern Europe,Other Eastern Europe, Cook ,2011
Elk Grove township,32,Europe,Eastern Europe,Other Eastern Europe, Cook ,2011
Evanston township,36,Europe,Eastern Europe,Other Eastern Europe, Cook ,2011
Hanover township,22,Europe,Eastern Europe,Other Eastern Europe, Cook ,2011
Lemont township,3,Europe,Eastern Europe,Other Eastern Europe, Cook ,2011
Leyden township,0,Europe,Eastern Europe,Other Eastern Europe, Cook ,2011
Lyons township,141,Europe,Eastern Europe,Other Eastern Europe, Cook ,2011
Maine township,195,Europe,Eastern Europe,Other Eastern Europe, Cook ,2011
New Trier township,87,Europe,Eastern Europe,Other Eastern Europe, Cook ,2011
Niles township,504,Europe,Eastern Europe,Other Eastern Europe, Cook ,2011
Northfield township,230,Europe,Eastern Europe,Other Eastern Europe, Cook ,2011
Norwood Park township,56,Europe,Eastern Europe,Other Eastern Europe, Cook ,2011
Oak Park township,27,Europe,Eastern Europe,Other Eastern Europe, Cook ,2011
Orland township,0,Europe,Eastern Europe,Other Eastern Europe, Cook ,2011
Palatine township,8,Europe,Eastern Europe,Other Eastern Europe, Cook ,2011
Palos township,5,Europe,Eastern Europe,Other Eastern Europe, Cook ,2011
Proviso township,0,Europe,Eastern Europe,Other Eastern Europe, Cook ,2011
Rich township,95,Europe,Eastern Europe,Other Eastern Europe, Cook ,2011
River Forest township,0,Europe,Eastern Europe,Other Eastern Europe, Cook ,2011
Riverside township,0,Europe,Eastern Europe,Other Eastern Europe, Cook ,2011
Schaumburg township,6,Europe,Eastern Europe,Other Eastern Europe, Cook ,2011
Stickney township,29,Europe,Eastern Europe,Other Eastern Europe, Cook ,2011
Thornton township,25,Europe,Eastern Europe,Other Eastern Europe, Cook ,2011
Wheeling township,161,Europe,Eastern Europe,Other Eastern Europe, Cook ,2011
Worth township,60,Europe,Eastern Europe,Other Eastern Europe, Cook ,2011
Addison township,0,Europe,Eastern Europe,Other Eastern Europe, DuPage ,2011
Bloomingdale township,0,Europe,Eastern Europe,Other Eastern Europe, DuPage ,2011
Chicago city,0,Europe,Eastern Europe,Other Eastern Europe, DuPage ,2011
Downers Grove township,55,Europe,Eastern Europe,Other Eastern Europe, DuPage ,2011
Lisle township,173,Europe,Eastern Europe,Other Eastern Europe, DuPage ,2011
Milton township,260,Europe,Eastern Europe,Other Eastern Europe, DuPage ,2011
Naperville township,216,Europe,Eastern Europe,Other Eastern Europe, DuPage ,2011
Wayne township,0,Europe,Eastern Europe,Other Eastern Europe, DuPage ,2011
Winfield township,0,Europe,Eastern Europe,Other Eastern Europe, DuPage ,2011
York township,6,Europe,Eastern Europe,Other Eastern Europe, DuPage ,2011
Barrington township,0,Europe,"Europe, n.e.c.","Europe, n.e.c.", Cook ,2011
Berwyn township,0,Europe,"Europe, n.e.c.","Europe, n.e.c.", Cook ,2011
Bloom township,0,Europe,"Europe, n.e.c.","Europe, n.e.c.", Cook ,2011
Bremen township,0,Europe,"Europe, n.e.c.","Europe, n.e.c.", Cook ,2011
Calumet township,0,Europe,"Europe, n.e.c.","Europe, n.e.c.", Cook ,2011
Chicago city,592,Europe,"Europe, n.e.c.","Europe, n.e.c.", Cook ,2011
Cicero township,0,Europe,"Europe, n.e.c.","Europe, n.e.c.", Cook ,2011
Elk Grove township,20,Europe,"Europe, n.e.c.","Europe, n.e.c.", Cook ,2011
Evanston township,0,Europe,"Europe, n.e.c.","Europe, n.e.c.", Cook ,2011
Hanover township,0,Europe,"Europe, n.e.c.","Europe, n.e.c.", Cook ,2011
Lemont township,0,Europe,"Europe, n.e.c.","Europe, n.e.c.", Cook ,2011
Leyden township,35,Europe,"Europe, n.e.c.","Europe, n.e.c.", Cook ,2011
Lyons township,0,Europe,"Europe, n.e.c.","Europe, n.e.c.", Cook ,2011
Maine township,0,Europe,"Europe, n.e.c.","Europe, n.e.c.", Cook ,2011
New Trier township,45,Europe,"Europe, n.e.c.","Europe, n.e.c.", Cook ,2011
Niles township,122,Europe,"Europe, n.e.c.","Europe, n.e.c.", Cook ,2011
Northfield township,0,Europe,"Europe, n.e.c.","Europe, n.e.c.", Cook ,2011
Norwood Park township,14,Europe,"Europe, n.e.c.","Europe, n.e.c.", Cook ,2011
Oak Park township,3,Europe,"Europe, n.e.c.","Europe, n.e.c.", Cook ,2011
Orland township,0,Europe,"Europe, n.e.c.","Europe, n.e.c.", Cook ,2011
Palatine township,11,Europe,"Europe, n.e.c.","Europe, n.e.c.", Cook ,2011
Palos township,0,Europe,"Europe, n.e.c.","Europe, n.e.c.", Cook ,2011
Proviso township,0,Europe,"Europe, n.e.c.","Europe, n.e.c.", Cook ,2011
Rich township,0,Europe,"Europe, n.e.c.","Europe, n.e.c.", Cook ,2011
River Forest township,0,Europe,"Europe, n.e.c.","Europe, n.e.c.", Cook ,2011
Riverside township,0,Europe,"Europe, n.e.c.","Europe, n.e.c.", Cook ,2011
Schaumburg township,0,Europe,"Europe, n.e.c.","Europe, n.e.c.", Cook ,2011
Stickney township,0,Europe,"Europe, n.e.c.","Europe, n.e.c.", Cook ,2011
Thornton township,0,Europe,"Europe, n.e.c.","Europe, n.e.c.", Cook ,2011
Wheeling township,27,Europe,"Europe, n.e.c.","Europe, n.e.c.", Cook ,2011
Worth township,0,Europe,"Europe, n.e.c.","Europe, n.e.c.", Cook ,2011
Addison township,0,Europe,"Europe, n.e.c.","Europe, n.e.c.", DuPage ,2011
Bloomingdale township,0,Europe,"Europe, n.e.c.","Europe, n.e.c.", DuPage ,2011
Chicago city,0,Europe,"Europe, n.e.c.","Europe, n.e.c.", DuPage ,2011
Downers Grove township,0,Europe,"Europe, n.e.c.","Europe, n.e.c.", DuPage ,2011
Lisle township,12,Europe,"Europe, n.e.c.","Europe, n.e.c.", DuPage ,2011
Milton township,8,Europe,"Europe, n.e.c.","Europe, n.e.c.", DuPage ,2011
Naperville township,0,Europe,"Europe, n.e.c.","Europe, n.e.c.", DuPage ,2011
